GEOID,month,county_unemployment_rate,national_unemployment_rate
511370,08/01/20,5.9,8.5
511370,09/01/20,5.4,7.7
511370,10/01/20,4.7,6.6
511370,11/01/20,4.7,6.4
511370,12/01/20,5.2,6.5
511390,01/01/20,5.4,4
511390,02/01/20,4.9,3.8
511390,03/01/20,4.9,4.5
511390,04/01/20,14.7,14.4
511390,05/01/20,11.1,13
511390,06/01/20,9.8,11.2
511390,07/01/20,7.6,10.5
511390,08/01/20,6.4,8.5
511390,09/01/20,5.7,7.7
511390,10/01/20,4.9,6.6
511390,11/01/20,5,6.4
511390,12/01/20,6.7,6.5
511410,01/01/20,3.6,4
511410,02/01/20,3.3,3.8
511410,03/01/20,3.8,4.5
511410,04/01/20,15.6,14.4
511410,05/01/20,9,13
511410,06/01/20,8.3,11.2
511410,07/01/20,7.6,10.5
511410,08/01/20,7.6,8.5
511410,09/01/20,6.5,7.7
511410,10/01/20,5.5,6.6
511410,11/01/20,5.3,6.4
511410,12/01/20,5.8,6.5
511430,01/01/20,3.6,4
511430,02/01/20,3.4,3.8
511430,03/01/20,3.6,4.5
511430,04/01/20,13.2,14.4
511430,05/01/20,8.6,13
511430,06/01/20,8.4,11.2
511430,07/01/20,7.8,10.5
511430,08/01/20,6.7,8.5
511430,09/01/20,6.4,7.7
511430,10/01/20,5.1,6.6
511430,11/01/20,5,6.4
511430,12/01/20,5.5,6.5
511450,01/01/20,2.7,4
511450,02/01/20,2.4,3.8
511450,03/01/20,2.5,4.5
511450,04/01/20,9.5,14.4
511450,05/01/20,7,13
511450,06/01/20,7,11.2
511450,07/01/20,5.9,10.5
511450,08/01/20,4.9,8.5
511450,09/01/20,4.5,7.7
511450,10/01/20,3.9,6.6
511450,11/01/20,4,6.4
511450,12/01/20,4.2,6.5
511470,01/01/20,3.8,4
511470,02/01/20,3.3,3.8
511470,03/01/20,4,4.5
511470,04/01/20,10.2,14.4
511470,05/01/20,8,13
511470,06/01/20,8.8,11.2
511470,07/01/20,8.6,10.5
511470,08/01/20,7.5,8.5
511470,09/01/20,6.6,7.7
511470,10/01/20,5.5,6.6
511470,11/01/20,5.4,6.4
511470,12/01/20,6.4,6.5
511490,01/01/20,3.3,4
511490,02/01/20,3,3.8
511490,03/01/20,3.2,4.5
511490,04/01/20,10.1,14.4
511490,05/01/20,8.3,13
511490,06/01/20,9,11.2
511490,07/01/20,8.3,10.5
511490,08/01/20,7.4,8.5
511490,09/01/20,6.8,7.7
511490,10/01/20,6.3,6.6
511490,11/01/20,6.1,6.4
511490,12/01/20,6.6,6.5
511530,01/01/20,2.5,4
511530,02/01/20,2.2,3.8
511530,03/01/20,2.5,4.5
511530,04/01/20,11.4,14.4
511530,05/01/20,9.4,13
511530,06/01/20,9.6,11.2
511530,07/01/20,8.6,10.5
511530,08/01/20,7.5,8.5
511530,09/01/20,6.8,7.7
511530,10/01/20,6.1,6.6
511530,11/01/20,5.8,6.4
511530,12/01/20,5.9,6.5
511550,01/01/20,3.3,4
511550,02/01/20,4.4,3.8
511550,03/01/20,4.9,4.5
511550,04/01/20,17.4,14.4
511550,05/01/20,11.5,13
511550,06/01/20,9.9,11.2
511550,07/01/20,8.8,10.5
511550,08/01/20,9.6,8.5
511550,09/01/20,7,7.7
511550,10/01/20,5.6,6.6
511550,11/01/20,5.5,6.4
511550,12/01/20,6.2,6.5
511570,01/01/20,2.5,4
511570,02/01/20,2.1,3.8
511570,03/01/20,2.4,4.5
511570,04/01/20,8.5,14.4
511570,05/01/20,6.1,13
511570,06/01/20,6.2,11.2
511570,07/01/20,5.3,10.5
511570,08/01/20,4.8,8.5
511570,09/01/20,4.6,7.7
511570,10/01/20,3.9,6.6
511570,11/01/20,4,6.4
511570,12/01/20,4.2,6.5
511590,01/01/20,3.3,4
511590,02/01/20,2.8,3.8
511590,03/01/20,3,4.5
511590,04/01/20,7.5,14.4
511590,05/01/20,5.6,13
511590,06/01/20,6.7,11.2
511590,07/01/20,6,10.5
511590,08/01/20,5.3,8.5
511590,09/01/20,4.8,7.7
511590,10/01/20,4.2,6.6
511590,11/01/20,4.3,6.4
511590,12/01/20,5.1,6.5
511610,01/01/20,2.6,4
511610,02/01/20,2.4,3.8
511610,03/01/20,2.6,4.5
511610,04/01/20,9.8,14.4
511610,05/01/20,7.7,13
511610,06/01/20,7.2,11.2
511610,07/01/20,6.3,10.5
511610,08/01/20,5.3,8.5
511610,09/01/20,4.7,7.7
511610,10/01/20,4.2,6.6
511610,11/01/20,4.2,6.4
511610,12/01/20,4.6,6.5
511630,01/01/20,2.9,4
511630,02/01/20,2.4,3.8
511630,03/01/20,2.7,4.5
511630,04/01/20,9.8,14.4
511630,05/01/20,7.8,13
511630,06/01/20,7.6,11.2
511630,07/01/20,6.9,10.5
511630,08/01/20,5.4,8.5
511630,09/01/20,5,7.7
511630,10/01/20,4.4,6.6
511630,11/01/20,5.9,6.4
511630,12/01/20,5.7,6.5
511650,01/01/20,2.3,4
511650,02/01/20,2,3.8
511650,03/01/20,2.3,4.5
511650,04/01/20,9.9,14.4
511650,05/01/20,7.6,13
511650,06/01/20,7.2,11.2
511650,07/01/20,5.7,10.5
511650,08/01/20,4.6,8.5
511650,09/01/20,4.1,7.7
511650,10/01/20,3.5,6.6
511650,11/01/20,3.6,6.4
511650,12/01/20,4,6.5
511670,01/01/20,4.7,4
511670,02/01/20,4.5,3.8
511670,03/01/20,4.8,4.5
511670,04/01/20,10.9,14.4
511670,05/01/20,7.9,13
511670,06/01/20,8.5,11.2
511670,07/01/20,8,10.5
511670,08/01/20,6.9,8.5
511670,09/01/20,6.2,7.7
511670,10/01/20,5.4,6.6
511670,11/01/20,5.4,6.4
511670,12/01/20,6.3,6.5
511690,01/01/20,3.4,4
511690,02/01/20,3.2,3.8
511690,03/01/20,3.3,4.5
511690,04/01/20,10,14.4
511690,05/01/20,6.8,13
511690,06/01/20,6.8,11.2
511690,07/01/20,6.1,10.5
511690,08/01/20,5.4,8.5
511690,09/01/20,5.2,7.7
511690,10/01/20,4.3,6.6
511690,11/01/20,4.3,6.4
511690,12/01/20,4.9,6.5
511710,01/01/20,2.5,4
511710,02/01/20,2.3,3.8
511710,03/01/20,2.6,4.5
511710,04/01/20,10.2,14.4
511710,05/01/20,7.9,13
511710,06/01/20,7.5,11.2
511710,07/01/20,6.3,10.5
511710,08/01/20,5.5,8.5
511710,09/01/20,5.1,7.7
511710,10/01/20,4.3,6.6
511710,11/01/20,4.3,6.4
511710,12/01/20,4.8,6.5
511730,01/01/20,4,4
511730,02/01/20,3.8,3.8
511730,03/01/20,4,4.5
511730,04/01/20,10.9,14.4
511730,05/01/20,8.6,13
511730,06/01/20,9.2,11.2
511730,07/01/20,8.1,10.5
511730,08/01/20,6.8,8.5
511730,09/01/20,5.9,7.7
511730,10/01/20,5.2,6.6
511730,11/01/20,5,6.4
511730,12/01/20,5.7,6.5
511750,01/01/20,2.8,4
511750,02/01/20,2.5,3.8
511750,03/01/20,2.9,4.5
511750,04/01/20,7,14.4
511750,05/01/20,6.2,13
511750,06/01/20,6.5,11.2
511750,07/01/20,6.2,10.5
511750,08/01/20,6.1,8.5
511750,09/01/20,5.5,7.7
511750,10/01/20,4.6,6.6
511750,11/01/20,4.6,6.4
511750,12/01/20,4.8,6.5
511770,01/01/20,2.8,4
511770,02/01/20,2.5,3.8
511770,03/01/20,2.7,4.5
511770,04/01/20,11.2,14.4
511770,05/01/20,8.5,13
511770,06/01/20,8.6,11.2
511770,07/01/20,7.7,10.5
511770,08/01/20,6.6,8.5
511770,09/01/20,6,7.7
511770,10/01/20,5.2,6.6
511770,11/01/20,5,6.4
511770,12/01/20,5.4,6.5
511790,01/01/20,2.7,4
511790,02/01/20,2.3,3.8
511790,03/01/20,2.6,4.5
511790,04/01/20,10,14.4
511790,05/01/20,7.8,13
511790,06/01/20,8.1,11.2
511790,07/01/20,7.3,10.5
511790,08/01/20,6.3,8.5
511790,09/01/20,5.7,7.7
511790,10/01/20,5.1,6.6
511790,11/01/20,5,6.4
511790,12/01/20,5.3,6.5
511810,01/01/20,3.5,4
511810,02/01/20,3.1,3.8
511810,03/01/20,3.2,4.5
511810,04/01/20,9.7,14.4
511810,05/01/20,7.3,13
511810,06/01/20,8,11.2
511810,07/01/20,7.3,10.5
511810,08/01/20,6.4,8.5
511810,09/01/20,5.7,7.7
511810,10/01/20,4.8,6.6
511810,11/01/20,4.6,6.4
511810,12/01/20,5.6,6.5
511830,01/01/20,4.8,4
511830,02/01/20,4.2,3.8
511830,03/01/20,4.5,4.5
511830,04/01/20,10.7,14.4
511830,05/01/20,10.1,13
511830,06/01/20,11.2,11.2
511830,07/01/20,11.1,10.5
511830,08/01/20,10.3,8.5
511830,09/01/20,9.8,7.7
511830,10/01/20,8.7,6.6
511830,11/01/20,8.3,6.4
511830,12/01/20,8.4,6.5
511850,01/01/20,4.9,4
511850,02/01/20,4.6,3.8
511850,03/01/20,4.7,4.5
511850,04/01/20,12.8,14.4
511850,05/01/20,9.1,13
511850,06/01/20,9.8,11.2
511850,07/01/20,9.7,10.5
511850,08/01/20,8.4,8.5
511850,09/01/20,7.6,7.7
511850,10/01/20,6.5,6.6
511850,11/01/20,6.4,6.4
511850,12/01/20,7.2,6.5
511870,01/01/20,2.9,4
511870,02/01/20,2.6,3.8
511870,03/01/20,2.7,4.5
511870,04/01/20,11.4,14.4
511870,05/01/20,8.5,13
511870,06/01/20,8.2,11.2
511870,07/01/20,7.1,10.5
511870,08/01/20,6.2,8.5
511870,09/01/20,5.7,7.7
511870,10/01/20,4.8,6.6
511870,11/01/20,4.8,6.4
511870,12/01/20,5.3,6.5
511910,01/01/20,3.4,4
511910,02/01/20,3.2,3.8
511910,03/01/20,3.3,4.5
511910,04/01/20,11,14.4
511910,05/01/20,7.8,13
511910,06/01/20,8.2,11.2
511910,07/01/20,7.1,10.5
511910,08/01/20,5.9,8.5
511910,09/01/20,5.3,7.7
511910,10/01/20,4.5,6.6
511910,11/01/20,4.5,6.4
511910,12/01/20,5,6.5
511930,01/01/20,4,4
511930,02/01/20,3.7,3.8
511930,03/01/20,3.9,4.5
511930,04/01/20,9.1,14.4
511930,05/01/20,7.1,13
511930,06/01/20,7.6,11.2
511930,07/01/20,6.8,10.5
511930,08/01/20,6.2,8.5
511930,09/01/20,5.8,7.7
511930,10/01/20,5.2,6.6
511930,11/01/20,5.2,6.4
511930,12/01/20,6.2,6.5
511950,01/01/20,4.8,4
511950,02/01/20,4.4,3.8
511950,03/01/20,5.1,4.5
511950,04/01/20,12.2,14.4
511950,05/01/20,8.4,13
511950,06/01/20,9.5,11.2
511950,07/01/20,9.3,10.5
511950,08/01/20,8.3,8.5
511950,09/01/20,8.1,7.7
511950,10/01/20,6.8,6.6
511950,11/01/20,7,6.4
511950,12/01/20,7.6,6.5
511970,01/01/20,3.5,4
511970,02/01/20,4,3.8
511970,03/01/20,4.2,4.5
511970,04/01/20,18.2,14.4
511970,05/01/20,11.5,13
511970,06/01/20,10.3,11.2
511970,07/01/20,8.6,10.5
511970,08/01/20,8.2,8.5
511970,09/01/20,6.9,7.7
511970,10/01/20,5.4,6.6
511970,11/01/20,5.2,6.4
511970,12/01/20,5.9,6.5
511990,01/01/20,2.7,4
511990,02/01/20,2.3,3.8
511990,03/01/20,2.6,4.5
511990,04/01/20,10.8,14.4
511990,05/01/20,8.2,13
511990,06/01/20,8.2,11.2
511990,07/01/20,7.1,10.5
511990,08/01/20,6.2,8.5
511990,09/01/20,5.4,7.7
511990,10/01/20,4.6,6.6
511990,11/01/20,4.4,6.4
511990,12/01/20,4.8,6.5
515100,01/01/20,2.1,4
515100,02/01/20,1.9,3.8
515100,03/01/20,2.1,4.5
515100,04/01/20,10,14.4
515100,05/01/20,8.1,13
515100,06/01/20,8.6,11.2
515100,07/01/20,7.9,10.5
515100,08/01/20,7,8.5
515100,09/01/20,6.5,7.7
515100,10/01/20,6.2,6.6
515100,11/01/20,6,6.4
515100,12/01/20,5.9,6.5
515200,01/01/20,3.8,4
515200,02/01/20,3.5,3.8
515200,03/01/20,3.7,4.5
515200,04/01/20,15.1,14.4
515200,05/01/20,10.1,13
515200,06/01/20,10.3,11.2
515200,07/01/20,9.6,10.5
515200,08/01/20,8.3,8.5
515200,09/01/20,7.8,7.7
515200,10/01/20,6.8,6.6
515200,11/01/20,6.5,6.4
515200,12/01/20,6.9,6.5
515300,01/01/20,3,4
515300,02/01/20,2.3,3.8
515300,03/01/20,2.8,4.5
515300,04/01/20,10.2,14.4
515300,05/01/20,7.8,13
515300,06/01/20,7.9,11.2
515300,07/01/20,7.8,10.5
515300,08/01/20,5.9,8.5
515300,09/01/20,4.9,7.7
515300,10/01/20,4.6,6.6
515300,11/01/20,6.7,6.4
515300,12/01/20,5.4,6.5
515400,01/01/20,2.3,4
515400,02/01/20,2,3.8
515400,03/01/20,2.3,4.5
515400,04/01/20,11.6,14.4
515400,05/01/20,9.4,13
515400,06/01/20,10.1,11.2
515400,07/01/20,9.3,10.5
515400,08/01/20,7.8,8.5
515400,09/01/20,6.7,7.7
515400,10/01/20,5.6,6.6
515400,11/01/20,5.3,6.4
515400,12/01/20,5.4,6.5
515500,01/01/20,2.8,4
515500,02/01/20,2.5,3.8
515500,03/01/20,2.8,4.5
515500,04/01/20,10.4,14.4
515500,05/01/20,8.3,13
515500,06/01/20,8.6,11.2
515500,07/01/20,8.2,10.5
515500,08/01/20,7.2,8.5
515500,09/01/20,6.4,7.7
515500,10/01/20,5.7,6.6
515500,11/01/20,5.3,6.4
515500,12/01/20,5.7,6.5
515700,01/01/20,3.1,4
515700,02/01/20,2.6,3.8
515700,03/01/20,3,4.5
515700,04/01/20,12,14.4
515700,05/01/20,9.3,13
515700,06/01/20,9.8,11.2
515700,07/01/20,9.4,10.5
515700,08/01/20,8.4,8.5
515700,09/01/20,7.7,7.7
515700,10/01/20,6.8,6.6
515700,11/01/20,6.5,6.4
515700,12/01/20,6.9,6.5
515800,01/01/20,5.3,4
515800,02/01/20,5.3,3.8
515800,03/01/20,5.3,4.5
515800,04/01/20,17.8,14.4
515800,05/01/20,13.8,13
515800,06/01/20,13.9,11.2
515800,07/01/20,12.4,10.5
515800,08/01/20,9.1,8.5
515800,09/01/20,8.7,7.7
515800,10/01/20,7.1,6.6
515800,11/01/20,7.6,6.4
515800,12/01/20,7.8,6.5
515900,01/01/20,5,4
515900,02/01/20,5,3.8
515900,03/01/20,5.3,4.5
515900,04/01/20,17.3,14.4
515900,05/01/20,12.3,13
515900,06/01/20,12.5,11.2
515900,07/01/20,12.3,10.5
515900,08/01/20,10.9,8.5
515900,09/01/20,10.2,7.7
515900,10/01/20,8.8,6.6
515900,11/01/20,8.1,6.4
515900,12/01/20,8.8,6.5
515950,01/01/20,4.5,4
515950,02/01/20,4.2,3.8
515950,03/01/20,4.3,4.5
515950,04/01/20,13.1,14.4
515950,05/01/20,13.7,13
515950,06/01/20,16,11.2
515950,07/01/20,15.5,10.5
515950,08/01/20,14.8,8.5
515950,09/01/20,14,7.7
515950,10/01/20,11.7,6.6
515950,11/01/20,10.6,6.4
515950,12/01/20,10.6,6.5
516000,01/01/20,2.1,4
516000,02/01/20,1.9,3.8
516000,03/01/20,2.1,4.5
516000,04/01/20,10.4,14.4
516000,05/01/20,8.2,13
516000,06/01/20,8.6,11.2
516000,07/01/20,7.6,10.5
516000,08/01/20,6.4,8.5
516000,09/01/20,5.7,7.7
516000,10/01/20,5,6.6
516000,11/01/20,4.8,6.4
516000,12/01/20,5,6.5
516100,01/01/20,2,4
516100,02/01/20,1.6,3.8
516100,03/01/20,2,4.5
516100,04/01/20,6.1,14.4
516100,05/01/20,4.8,13
516100,06/01/20,5.3,11.2
516100,07/01/20,4.7,10.5
516100,08/01/20,4.1,8.5
516100,09/01/20,4,7.7
516100,10/01/20,3.7,6.6
516100,11/01/20,3.7,6.4
516100,12/01/20,4,6.5
516200,01/01/20,3.9,4
516200,02/01/20,3.5,3.8
516200,03/01/20,3.4,4.5
516200,04/01/20,9.4,14.4
516200,05/01/20,8.8,13
516200,06/01/20,11.2,11.2
516200,07/01/20,11.9,10.5
516200,08/01/20,11.4,8.5
516200,09/01/20,10.5,7.7
516200,10/01/20,9.3,6.6
516200,11/01/20,8.6,6.4
516200,12/01/20,9.2,6.5
516300,01/01/20,3.2,4
516300,02/01/20,2.7,3.8
516300,03/01/20,3.1,4.5
516300,04/01/20,12.5,14.4
516300,05/01/20,9.9,13
516300,06/01/20,10.2,11.2
516300,07/01/20,9.5,10.5
516300,08/01/20,8.2,8.5
516300,09/01/20,7.6,7.7
516300,10/01/20,6.5,6.6
516300,11/01/20,6.1,6.4
516300,12/01/20,6.6,6.5
516400,01/01/20,3,4
516400,02/01/20,3.1,3.8
516400,03/01/20,5.5,4.5
516400,04/01/20,19.2,14.4
516400,05/01/20,10.2,13
516400,06/01/20,10.9,11.2
516400,07/01/20,9.4,10.5
516400,08/01/20,8.1,8.5
516400,09/01/20,6.5,7.7
516400,10/01/20,5.4,6.6
516400,11/01/20,5.4,6.4
516400,12/01/20,5.6,6.5
516500,01/01/20,3.7,4
516500,02/01/20,3.4,3.8
516500,03/01/20,3.7,4.5
516500,04/01/20,13.5,14.4
516500,05/01/20,11.2,13
516500,06/01/20,11.8,11.2
516500,07/01/20,11.5,10.5
516500,08/01/20,10.3,8.5
516500,09/01/20,9.5,7.7
516500,10/01/20,8.2,6.6
516500,11/01/20,7.7,6.4
516500,12/01/20,8,6.5
516600,01/01/20,2.9,4
516600,02/01/20,2.5,3.8
516600,03/01/20,3.1,4.5
516600,04/01/20,11.7,14.4
516600,05/01/20,10.5,13
516600,06/01/20,10,11.2
516600,07/01/20,8.3,10.5
516600,08/01/20,7,8.5
516600,09/01/20,5.8,7.7
516600,10/01/20,4.9,6.6
516600,11/01/20,4.8,6.4
516600,12/01/20,5.4,6.5
516700,01/01/20,4.3,4
516700,02/01/20,3.8,3.8
516700,03/01/20,4.2,4.5
516700,04/01/20,15.2,14.4
516700,05/01/20,13.1,13
516700,06/01/20,14.9,11.2
516700,07/01/20,15,10.5
516700,08/01/20,13.3,8.5
516700,09/01/20,12.3,7.7
516700,10/01/20,11.1,6.6
516700,11/01/20,10.3,6.4
516700,12/01/20,10.8,6.5
516780,01/01/20,4.3,4
516780,02/01/20,3.4,3.8
516780,03/01/20,4.1,4.5
516780,04/01/20,11.1,14.4
516780,05/01/20,8.8,13
516780,06/01/20,10.1,11.2
516780,07/01/20,9,10.5
516780,08/01/20,7.8,8.5
516780,09/01/20,6.4,7.7
516780,10/01/20,5.7,6.6
516780,11/01/20,6,6.4
516780,12/01/20,7.5,6.5
516800,01/01/20,3.5,4
516800,02/01/20,3.1,3.8
516800,03/01/20,3.6,4.5
516800,04/01/20,12.1,14.4
516800,05/01/20,9.5,13
516800,06/01/20,10.1,11.2
516800,07/01/20,9.4,10.5
516800,08/01/20,8.3,8.5
516800,09/01/20,7.5,7.7
516800,10/01/20,6.6,6.6
516800,11/01/20,6.4,6.4
516800,12/01/20,6.9,6.5
516830,01/01/20,2.6,4
516830,02/01/20,2.3,3.8
516830,03/01/20,2.5,4.5
516830,04/01/20,11.3,14.4
516830,05/01/20,9.4,13
516830,06/01/20,9.6,11.2
516830,07/01/20,8.7,10.5
516830,08/01/20,7.5,8.5
516830,09/01/20,6.8,7.7
516830,10/01/20,6.1,6.6
516830,11/01/20,5.6,6.4
516830,12/01/20,5.7,6.5
516850,01/01/20,2.5,4
516850,02/01/20,2.2,3.8
516850,03/01/20,2.4,4.5
516850,04/01/20,11.9,14.4
516850,05/01/20,9.8,13
516850,06/01/20,10.3,11.2
516850,07/01/20,9.1,10.5
516850,08/01/20,7.9,8.5
516850,09/01/20,7.3,7.7
516850,10/01/20,6.5,6.6
516850,11/01/20,6.1,6.4
516850,12/01/20,6.1,6.5
516900,01/01/20,4.5,4
516900,02/01/20,4.2,3.8
516900,03/01/20,4.3,4.5
516900,04/01/20,17.3,14.4
516900,05/01/20,14.2,13
516900,06/01/20,14.9,11.2
516900,07/01/20,15.1,10.5
516900,08/01/20,13.1,8.5
516900,09/01/20,12,7.7
516900,10/01/20,10.4,6.6
516900,11/01/20,9.7,6.4
516900,12/01/20,10.2,6.5
517000,01/01/20,3.6,4
517000,02/01/20,3.2,3.8
517000,03/01/20,3.5,4.5
517000,04/01/20,14.3,14.4
517000,05/01/20,11.8,13
517000,06/01/20,12.3,11.2
517000,07/01/20,11.9,10.5
517000,08/01/20,10.5,8.5
517000,09/01/20,9.5,7.7
517000,10/01/20,8.2,6.6
517000,11/01/20,7.6,6.4
517000,12/01/20,7.8,6.5
517100,01/01/20,3.3,4
517100,02/01/20,3,3.8
517100,03/01/20,3.4,4.5
517100,04/01/20,13.8,14.4
517100,05/01/20,11.3,13
517100,06/01/20,12,11.2
517100,07/01/20,12.1,10.5
517100,08/01/20,10.7,8.5
517100,09/01/20,9.8,7.7
517100,10/01/20,8.6,6.6
517100,11/01/20,8.1,6.4
517100,12/01/20,8.3,6.5
517200,01/01/20,4.4,4
517200,02/01/20,4.1,3.8
517200,03/01/20,4.4,4.5
517200,04/01/20,12.5,14.4
517200,05/01/20,9,13
517200,06/01/20,9.7,11.2
517200,07/01/20,9.8,10.5
517200,08/01/20,8.2,8.5
517200,09/01/20,7.5,7.7
517200,10/01/20,6.7,6.6
517200,11/01/20,6.4,6.4
517200,12/01/20,6.7,6.5
517300,01/01/20,5.4,4
517300,02/01/20,5.4,3.8
517300,03/01/20,5.7,4.5
517300,04/01/20,17.2,14.4
517300,05/01/20,16,13
517300,06/01/20,18.4,11.2
517300,07/01/20,19.3,10.5
517300,08/01/20,17.6,8.5
517300,09/01/20,16.6,7.7
517300,10/01/20,15.4,6.6
517300,11/01/20,14.4,6.4
517300,12/01/20,14.7,6.5
517350,01/01/20,2.4,4
517350,02/01/20,2,3.8
517350,03/01/20,2.4,4.5
517350,04/01/20,8.1,14.4
517350,05/01/20,5.8,13
517350,06/01/20,6,11.2
517350,07/01/20,5.2,10.5
517350,08/01/20,4.3,8.5
517350,09/01/20,3.8,7.7
517350,10/01/20,3.3,6.6
517350,11/01/20,3.3,6.4
517350,12/01/20,3.7,6.5
517400,01/01/20,3.7,4
517400,02/01/20,3.5,3.8
517400,03/01/20,3.8,4.5
517400,04/01/20,13.2,14.4
517400,05/01/20,11.4,13
517400,06/01/20,12.7,11.2
517400,07/01/20,13.3,10.5
517400,08/01/20,12.2,8.5
517400,09/01/20,11.3,7.7
517400,10/01/20,10.2,6.6
517400,11/01/20,9.5,6.4
517400,12/01/20,9.7,6.5
517500,01/01/20,3.5,4
517500,02/01/20,3,3.8
517500,03/01/20,3.7,4.5
517500,04/01/20,11.6,14.4
517500,05/01/20,9,13
517500,06/01/20,9.3,11.2
517500,07/01/20,8.4,10.5
517500,08/01/20,6.9,8.5
517500,09/01/20,5.7,7.7
517500,10/01/20,4.8,6.6
517500,11/01/20,4.7,6.4
517500,12/01/20,5.8,6.5
517600,01/01/20,3.2,4
517600,02/01/20,2.9,3.8
517600,03/01/20,3.2,4.5
517600,04/01/20,14.6,14.4
517600,05/01/20,11.7,13
517600,06/01/20,12.7,11.2
517600,07/01/20,12.2,10.5
517600,08/01/20,10.7,8.5
517600,09/01/20,9.8,7.7
517600,10/01/20,8.6,6.6
517600,11/01/20,7.9,6.4
517600,12/01/20,8.1,6.5
517700,01/01/20,3.1,4
517700,02/01/20,2.8,3.8
517700,03/01/20,3.1,4.5
517700,04/01/20,13,14.4
517700,05/01/20,10.9,13
517700,06/01/20,10.9,11.2
517700,07/01/20,10.4,10.5
517700,08/01/20,9.2,8.5
517700,09/01/20,8,7.7
517700,10/01/20,7.2,6.6
517700,11/01/20,6.7,6.4
517700,12/01/20,6.9,6.5
517750,01/01/20,2.8,4
517750,02/01/20,2.5,3.8
517750,03/01/20,2.9,4.5
517750,04/01/20,11.3,14.4
517750,05/01/20,8.8,13
517750,06/01/20,8.2,11.2
517750,07/01/20,7.3,10.5
517750,08/01/20,6.1,8.5
517750,09/01/20,5.4,7.7
517750,10/01/20,4.7,6.6
517750,11/01/20,4.5,6.4
517750,12/01/20,5.1,6.5
517900,01/01/20,2.7,4
517900,02/01/20,2.4,3.8
517900,03/01/20,2.6,4.5
517900,04/01/20,11.8,14.4
517900,05/01/20,9.2,13
517900,06/01/20,9.5,11.2
517900,07/01/20,8.2,10.5
517900,08/01/20,7,8.5
517900,09/01/20,6.1,7.7
517900,10/01/20,5.2,6.6
517900,11/01/20,5.1,6.4
517900,12/01/20,5.3,6.5
518000,01/01/20,2.9,4
518000,02/01/20,2.6,3.8
518000,03/01/20,3,4.5
518000,04/01/20,9.9,14.4
518000,05/01/20,8.3,13
518000,06/01/20,9,11.2
518000,07/01/20,8.8,10.5
518000,08/01/20,7.9,8.5
518000,09/01/20,7.2,7.7
518000,10/01/20,6.4,6.6
518000,11/01/20,6,6.4
518000,12/01/20,6.5,6.5
518100,01/01/20,2.6,4
518100,02/01/20,2.4,3.8
518100,03/01/20,2.6,4.5
518100,04/01/20,12.5,14.4
518100,05/01/20,9.1,13
518100,06/01/20,8.8,11.2
518100,07/01/20,7.9,10.5
518100,08/01/20,6.8,8.5
518100,09/01/20,6.2,7.7
518100,10/01/20,5.3,6.6
518100,11/01/20,5.1,6.4
518100,12/01/20,5.3,6.5
518200,01/01/20,2.8,4
518200,02/01/20,2.6,3.8
518200,03/01/20,2.7,4.5
518200,04/01/20,11.6,14.4
518200,05/01/20,9.4,13
518200,06/01/20,9.7,11.2
518200,07/01/20,8.8,10.5
518200,08/01/20,7.4,8.5
518200,09/01/20,6.5,7.7
518200,10/01/20,5.7,6.6
518200,11/01/20,5.4,6.4
518200,12/01/20,5.7,6.5
518300,01/01/20,3.8,4
518300,02/01/20,3.4,3.8
518300,03/01/20,3.9,4.5
518300,04/01/20,15.5,14.4
518300,05/01/20,12.1,13
518300,06/01/20,12.2,11.2
518300,07/01/20,10.1,10.5
518300,08/01/20,9.1,8.5
518300,09/01/20,8.1,7.7
518300,10/01/20,6.9,6.6
518300,11/01/20,6.6,6.4
518300,12/01/20,6.7,6.5
518400,01/01/20,2.8,4
518400,02/01/20,2.4,3.8
518400,03/01/20,2.7,4.5
518400,04/01/20,11.6,14.4
518400,05/01/20,8.7,13
518400,06/01/20,8.4,11.2
518400,07/01/20,7.3,10.5
518400,08/01/20,6.3,8.5
518400,09/01/20,5.6,7.7
518400,10/01/20,5,6.6
518400,11/01/20,4.5,6.4
518400,12/01/20,4.8,6.5
530010,01/01/20,8.2,4
530010,02/01/20,7.7,3.8
530010,03/01/20,6.4,4.5
530010,04/01/20,9.3,14.4
530010,05/01/20,10.5,13
530010,06/01/20,6.9,11.2
530010,07/01/20,8.6,10.5
530010,08/01/20,6.2,8.5
530010,09/01/20,5.4,7.7
530010,10/01/20,4.8,6.6
530010,11/01/20,6.5,6.4
530010,12/01/20,7.1,6.5
530030,01/01/20,4.5,4
530030,02/01/20,4.4,3.8
530030,03/01/20,4.3,4.5
530030,04/01/20,8.6,14.4
530030,05/01/20,6.6,13
530030,06/01/20,5.7,11.2
530030,07/01/20,6.9,10.5
530030,08/01/20,5.3,8.5
530030,09/01/20,4.5,7.7
530030,10/01/20,3.6,6.6
530030,11/01/20,3.9,6.4
530030,12/01/20,4.1,6.5
530050,01/01/20,6.2,4
530050,02/01/20,6,3.8
530050,03/01/20,6.3,4.5
530050,04/01/20,14.3,14.4
530050,05/01/20,10.7,13
530050,06/01/20,10.1,11.2
530050,07/01/20,11,10.5
530050,08/01/20,8.5,8.5
530050,09/01/20,6.9,7.7
530050,10/01/20,5.4,6.6
530050,11/01/20,6.2,6.4
530050,12/01/20,6.5,6.5
530070,01/01/20,6.3,4
530070,02/01/20,6.3,3.8
